0	62.074127	19.33106061
1	60.238155	44.58756926
2	58.177879	69.1166921
3	54.339783	86.02367798
4	48.491257	92.7787573
5	42.194122	91.3208103
6	35.888683	90.89953109
7	30.970604	94.22466627
8	27.384827	93.85836318
9	26.061802	92.281138
10	25.66	87.53120492
11	25.198784	77.66617093
12	25.556009	50.84679455
13	25.317213	23.84202573
14	25.854113	4.354135098
15	27.122078	1.843226898
16	29.026632	6.044132796
17	35.041309	4.398767568
18	41.180599	5.0320853
19	47.12051	8.272724737
20	52.44566	9.345285916
21	56.873592	9.735296511
22	57.70435	9.741998803
23	58.45203	10.23506144
24	59.008636	11.21357515
25	59.216324	11.60440807
26	59.864315	11.63693269
27	60.46246	12.17068016
28	61.633827	13.22542809
29	62.18734	14.21696447
